PROTID,UniprotID,Name
m.27233,Q9CR50,RING finger and CHY zinc finger domain-containing protein 1 OS=Mus musculus GN=Rchy1 PE=1 SV=1              
m.27234,P79136,F-actin-capping protein subunit beta OS=Bos taurus GN=CAPZB PE=1 SV=1                   
m.27237,Q9H4G4,Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3                  
m.27245,Q54G05,Putative leucine-rich repeat-containing protein DDB_G0290503 OS=Dictyostelium discoideum GN=DDB_G0290503 PE=4 SV=1                  
m.27248,O88871,Gamma-aminobutyric acid type B receptor subunit 2 OS=Rattus norvegicus GN=Gabbr2 PE=1 SV=2                
m.27255,Q9Y253,DNA polymerase eta OS=Homo sapiens GN=POLH PE=1 SV=1                    
m.27257,Q13591,Semaphorin-5A OS=Homo sapiens GN=SEMA5A PE=1 SV=3                      
m.27262,Q9J4Z5,Putative ankyrin repeat protein FPV245 OS=Fowlpox virus (strain NVSL) GN=FPV245 PE=4 SV=1                
m.27266,3267967,Predicted protein OS=Nematostella vectensis GN=v1g198556 PE=4 SV=1                     
m.27267,P51842,Retinal guanylyl cyclase 2 OS=Rattus norvegicus GN=Gucy2f PE=2 SV=1                   
m.2727,Q96PM5,RING finger and CHY zinc finger domain-containing protein 1 OS=Homo sapiens GN=RCHY1 PE=1 SV=1              
m.27272,Q5RIW8,Mediator of RNA polymerase II transcription subunit 23 OS=Danio rerio GN=med23 PE=2 SV=2               
m.27273,Q91XQ0,Dynein heavy chain 8 axonemal OS=Mus musculus GN=Dnah8 PE=1 SV=2                           
m.27279,3680400,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_68478 PE=4 SV=1                    
m.27280,3280907,Predicted protein OS=Nematostella vectensis GN=v1g214844 PE=4 SV=1                     
m.27281,3268768,Predicted protein OS=Nematostella vectensis GN=v1g199564 PE=4 SV=1                     
m.27283,3268445,Predicted protein OS=Nematostella vectensis GN=v1g199157 PE=4 SV=1                     
m.27284,A4IGL7,Peroxidasin OS=Xenopus tropicalis GN=pxdn PE=2 SV=1                      
m.27286,O15116,U6 snRNA-associated Sm-like protein LSm1 OS=Homo sapiens GN=LSM1 PE=1 SV=1                  
m.27287,Q8BMK0,Centrosomal protein of 85 kDa OS=Mus musculus GN=Cep85 PE=2 SV=2                  
m.27288,Q96Q42,Alsin OS=Homo sapiens GN=ALS2 PE=1 SV=2                      
m.2729,Q6NYL5,Alanine aminotransferase 2-like OS=Danio rerio GN=gpt2l PE=2 SV=2                    
m.27290,Q90941,Protein polybromo-1 OS=Gallus gallus GN=PBRM1 PE=1 SV=1                     
m.27291,5473090,Putative plasma membrane protein OS=Anopheles aquasalis PE=2 SV=1                    
m.27299,3273223,Predicted protein OS=Nematostella vectensis GN=v1g205109 PE=4 SV=1                     
m.2730,Q54S79,WD repeat-containing protein 3 homolog OS=Dictyostelium discoideum GN=wdr3 PE=3 SV=1                  
m.27300,WP_007548699,transposase [Wolbachia endosymbiont of Drosophila ananassae]                      
m.27301,Q99LI8,Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Mus musculus GN=Hgs PE=1 SV=2                 
m.27305,Q8AXV6,Hairy/enhancer-of-split related with YRPW motif protein 1 OS=Danio rerio GN=hey1 PE=2 SV=1                
m.27306,3288657,Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g224693 PE=4 SV=1                    
m.27307,3670966,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_98594 PE=4 SV=1                    
m.27308,P97739,Endothelin-converting enzyme 1 OS=Cavia porcellus GN=ECE1 PE=2 SV=1                    
m.27309,Q12923,Tyrosine-protein phosphatase non-receptor type 13 OS=Homo sapiens GN=PTPN13 PE=1 SV=2                  
m.27311,Q0P5B7,Arylacetamide deacetylase OS=Bos taurus GN=AADAC PE=2 SV=1                     
m.27312,Q7TSH8,Uncharacterized protein KIAA0195 OS=Mus musculus GN=Kiaa0195 PE=2 SV=1                    
m.27313,P83877,Thioredoxin-like protein 4A OS=Mus musculus GN=Txnl4a PE=2 SV=1                    
m.27317,P70531,Eukaryotic elongation factor 2 kinase OS=Rattus norvegicus GN=Eef2k PE=1 SV=1                  
m.27318,Q6GQD1,Cytoplasmic FMR1-interacting protein 2 OS=Xenopus laevis GN=cyfip2 PE=2 SV=1                   
m.27323,Q8WN22,DNA-dependent protein kinase catalytic subunit OS=Canis familiaris GN=PRKDC PE=2 SV=1                  
m.27324,Q8BP56,Acid trehalase-like protein 1 OS=Mus musculus GN=Athl1 PE=2 SV=1                   
m.27325,Q7RTU5,Achaete-scute homolog 5 OS=Homo sapiens GN=ASCL5 PE=3 SV=2                    
m.27326,E7F6F9,Kelch-like protein 3 OS=Danio rerio GN=klhl3 PE=3 SV=1                    
m.27328,P07949,Proto-oncogene tyrosine-protein kinase receptor Ret OS=Homo sapiens GN=RET PE=1 SV=3                  
m.27329,P57769,Sorting nexin-16 OS=Rattus norvegicus GN=Snx16 PE=1 SV=2                     
m.2733,3278200,Predicted protein OS=Nematostella vectensis GN=v1g233126 PE=4 SV=1                     
m.27330,Q8BG58,Transmembrane prolyl 4-hydroxylase OS=Mus musculus GN=P4htm PE=2 SV=1                    
m.27332,3670743,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_73396 PE=4 SV=1                    
m.27336,Q9UKK6,NTF2-related export protein 1 OS=Homo sapiens GN=NXT1 PE=1 SV=1                   
m.27338,P07314,Gamma-glutamyltranspeptidase 1 OS=Rattus norvegicus GN=Ggt1 PE=1 SV=4                     
m.27344,Q5U4C9,Dual specificity tyrosine-phosphorylation-regulated kinase 2 OS=Mus musculus GN=Dyrk2 PE=2 SV=1                  
m.27347,Q8NBF2,NHL repeat-containing protein 2 OS=Homo sapiens GN=NHLRC2 PE=1 SV=1                   
m.2735,B4F6W9,E3 ubiquitin-protein ligase TRIP12 OS=Xenopus tropicalis GN=trip12 PE=2 SV=1                   
m.27350,A7RR29,Predicted protein OS=Nematostella vectensis GN=v1g240077 PE=4 SV=1                     
m.27351,Unknown,Unknown                           
m.27352,XP_006819249,PREDICTED: uncharacterized protein LOC100371470 [Saccoglossus kowalevskii]                      
m.27355,P39057,Dynein beta chain ciliary OS=Heliocidaris crassispina PE=1 SV=1                           
m.27357,3285352,Predicted protein OS=Nematostella vectensis GN=v1g220731 PE=4 SV=1                     
m.27358,3682638,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_122376 PE=4 SV=1                    
m.2736,P07686,Beta-hexosaminidase subunit beta OS=Homo sapiens GN=HEXB PE=1 SV=3                    
m.27360,Q9HCU4,Cadherin EGF LAG seven-pass G-type receptor 2 OS=Homo sapiens GN=CELSR2 PE=1 SV=1                
m.27365,3270489,Predicted protein OS=Nematostella vectensis GN=v1g240475 PE=4 SV=1                     
m.27366,Q5RB68,Insulin-like growth factor 2 mRNA-binding protein 2 OS=Pongo abelii GN=IGF2BP2 PE=2 SV=1                
m.27368,Q9JLC8,Sacsin OS=Mus musculus GN=Sacs PE=1 SV=2                      
m.27369,Q7Z5V6,Protein phosphatase 1 regulatory subunit 32 OS=Homo sapiens GN=PPP1R32 PE=1 SV=1                 
m.27370,E9Q555,E3 ubiquitin-protein ligase RNF213 OS=Mus musculus GN=Rnf213 PE=2 SV=1                   
m.27374,E7F6T8,Ubiquitin carboxyl-terminal hydrolase 37 OS=Danio rerio GN=usp37 PE=2 SV=1                   
m.27375,4510774,Uncharacterized protein OS=Strongylocentrotus purpuratus PE=4 SV=1                      
m.27378,3273073,Predicted protein OS=Nematostella vectensis GN=v1g241994 PE=4 SV=1                     
m.27384,Q7ZX83,Heterogeneous nuclear ribonucleoprotein D-like-A OS=Xenopus laevis GN=hnrnpdl-a PE=2 SV=1                   
m.27386,3277564,Predicted protein OS=Nematostella vectensis GN=v1g210604 PE=4 SV=1                     
m.27387,3269161,Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g88772 PE=4 SV=1                    
m.27388,O34918,Expansin-YoaJ OS=Bacillus subtilis (strain 168) GN=yoaJ PE=1 SV=1                    
m.2739,O14497,AT-rich interactive domain-containing protein 1A OS=Homo sapiens GN=ARID1A PE=1 SV=3                  
m.27391,P07872,Peroxisomal acyl-coenzyme A oxidase 1 OS=Rattus norvegicus GN=Acox1 PE=1 SV=1                  
m.27396,3282865,Predicted protein OS=Nematostella vectensis GN=v1g247384 PE=4 SV=1                     
m.27399,A4FUB8,Transmembrane protein 115 OS=Bos taurus GN=TMEM115 PE=2 SV=1                    
m.27400,Q9TWL9,Conodipine-M alpha chain OS=Conus magus PE=1 SV=2                     
m.27405,Q9BY27,Protein DGCR6L OS=Homo sapiens GN=DGCR6L PE=1 SV=2                     
m.27406,Q3EAQ5,Probable peptide/nitrate transporter At3g43790 OS=Arabidopsis thaliana GN=ZIFL2 PE=2 SV=2                   
m.27407,Q92002,Unconventional myosin-Ic OS=Lithobates catesbeiana GN=Myo1c PE=2 SV=1                     
m.27408,Q80YR4,Zinc finger protein 598 OS=Mus musculus GN=Znf598 PE=2 SV=1                   
m.2741,A8F4F7,50S ribosomal protein L1 OS=Thermotoga lettingae (strain ATCC BAA-301 / DSM 14385 / TMO) GN=rplA PE=3 SV=1           
m.27413,Q9U489,Protein lin-41 OS=Caenorhabditis elegans GN=lin-41 PE=2 SV=1                     
m.27415,4781946,SET and MYND domain-containing protein 4 OS=Crassostrea gigas GN=CGI_10012735 PE=4 SV=1                 
m.27417,3278898,Predicted protein OS=Nematostella vectensis GN=v1g212307 PE=4 SV=1                     
m.27419,XP_004207197,PREDICTED: uncharacterized protein LOC101241137 [Hydra vulgaris]                      
m.2742,Q96CG8,Collagen triple helix repeat-containing protein 1 OS=Homo sapiens GN=CTHRC1 PE=1 SV=1                 
m.27423,3271430,Predicted protein OS=Nematostella vectensis GN=v1g241035 PE=4 SV=1                     
m.27427,P97677,Delta-like protein 1 OS=Rattus norvegicus GN=Dll1 PE=2 SV=1                    
m.27428,A1A5F2,HEAT repeat-containing protein 5B OS=Xenopus tropicalis GN=heatr5b PE=2 SV=1                   
m.2743,Q5PPZ9,Rap1 GTPase-GDP dissociation stimulator 1-B OS=Xenopus laevis GN=rap1gds1-b PE=2 SV=1                  
m.27432,Q10075,Glutathione gamma-glutamylcysteinyltransferase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPAC3H1.10 PE=2 SV=1                
m.27433,Q9QYP0,Multiple epidermal growth factor-like domains protein 8 OS=Rattus norvegicus GN=Megf8 PE=1 SV=2                
m.27437,P46825,Kinesin light chain OS=Doryteuthis pealeii PE=2 SV=1                     
m.27438,Q7Z4L5,Tetratricopeptide repeat protein 21B OS=Homo sapiens GN=TTC21B PE=1 SV=2                   
m.2744,Q6TMK4,Peroxinectin A OS=Dictyostelium discoideum GN=poxA PE=2 SV=1                     
m.27447,Q9H8H2,Probable ATP-dependent RNA helicase DDX31 OS=Homo sapiens GN=DDX31 PE=1 SV=2                  
m.27450,Q19791,A disintegrin and metalloproteinase with thrombospondin motifs gon-1 OS=Caenorhabditis elegans GN=gon-1 PE=1 SV=3               
m.27456,Q8WV41,Sorting nexin-33 OS=Homo sapiens GN=SNX33 PE=1 SV=1                     
m.27457,Q924L9,Folylpolyglutamate synthase mitochondrial OS=Cricetulus griseus GN=FPGS PE=2 SV=1                           
m.27461,3278685,Predicted protein OS=Nematostella vectensis GN=v1g237252 PE=4 SV=1                     
m.27463,Q6GQ81,Mitochondrial dynamics protein MID49 OS=Xenopus laevis GN=mief2 PE=2 SV=1                   
m.27464,P32870,Ca(2+)/calmodulin-responsive adenylate cyclase OS=Drosophila melanogaster GN=rut PE=1 SV=2                    
m.27468,Q91437,CAD protein OS=Squalus acanthias GN=CAD PE=2 SV=1                     
m.27470,Q9Y6H5,Synphilin-1 OS=Homo sapiens GN=SNCAIP PE=1 SV=2                      
m.27471,3276390,Predicted protein OS=Nematostella vectensis GN=v1g243883 PE=4 SV=1                     
m.27472,B0DZL3,Probable Xaa-Pro aminopeptidase P OS=Laccaria bicolor (strain S238N-H82 / ATCC MYA-4686) GN=AMPP PE=3 SV=1              
m.27473,O95460,Matrilin-4 OS=Homo sapiens GN=MATN4 PE=1 SV=3                      
m.27474,Q9UKV3,Apoptotic chromatin condensation inducer in the nucleus OS=Homo sapiens GN=ACIN1 PE=1 SV=2                
m.27478,Q3B7T1,Erythroid differentiation-related factor 1 OS=Homo sapiens GN=EDRF1 PE=1 SV=1                   
m.27480,Q9Y2E8,Sodium/hydrogen exchanger 8 OS=Homo sapiens GN=SLC9A8 PE=1 SV=4                    
m.27484,Q80YR3,SKI/DACH domain-containing protein 1 OS=Mus musculus GN=Skida1 PE=2 SV=1                   
m.27486,Q8AVX5,Protein XRP2 OS=Xenopus laevis GN=rp2 PE=2 SV=3                     
m.2749,Q13614,Myotubularin-related protein 2 OS=Homo sapiens GN=MTMR2 PE=1 SV=4                    
m.27490,4613253,Uncharacterized protein OS=Amphimedon queenslandica GN=LOC100632574 PE=4 SV=1                     
m.27499,3273884,Predicted protein OS=Nematostella vectensis GN=v1g242462 PE=4 SV=1                     
m.275,3266702,Predicted protein OS=Nematostella vectensis GN=v1g231794 PE=4 SV=1                     
m.2750,Q5R5L7,Arrestin domain-containing protein 3 OS=Pongo abelii GN=ARRDC3 PE=2 SV=1                   
m.27500,Q8BPM0,Disheveled-associated activator of morphogenesis 1 OS=Mus musculus GN=Daam1 PE=1 SV=4                  
m.27504,Q27778,6-phosphofructokinase OS=Schistosoma mansoni GN=PFK PE=2 SV=1                      
m.27505,Q3UES3,Tankyrase-2 OS=Mus musculus GN=Tnks2 PE=2 SV=2                      
m.27508,Q4R7U0,Transmembrane channel-like protein 7 OS=Macaca fascicularis GN=TMC7 PE=2 SV=1                   
m.2751,Q8HYJ7,Alpha-(13)-fucosyltransferase 5 OS=Gorilla gorilla gorilla GN=FUT5 PE=3 SV=1                           
m.27518,F6QEU4,E3 ubiquitin-protein ligase TRIM71 OS=Xenopus tropicalis GN=trim71 PE=3 SV=1                   
m.27519,P0C6B8,Sushi von Willebrand factor type A EGF and pentraxin domain-containing protein 1 OS=Rattus norvegicus GN=Svep1 PE=1 SV=1                           
m.2752,P59999,Actin-related protein 3-Feb complex subunit 4 OS=Mus musculus GN=Arpc4 PE=1 SV=3                 
m.27520,Q9VCA2,Organic cation transporter protein OS=Drosophila melanogaster GN=Orct PE=1 SV=1                   
m.27528,XP_004211166,PREDICTED: uncharacterized protein LOC101236358 [Hydra vulgaris]                      
m.27529,5738702,Uncharacterized protein (Fragment) OS=Lottia gigantea GN=LOTGIDRAFT_55885 PE=4 SV=1                    
m.27530,5573068,Serine/threonine-protein kinase DCLK3 OS=Hydra vulgaris GN=DCLK3 PE=2 SV=1                    
m.27536,Q45VK7,Cytoplasmic dynein 2 heavy chain 1 OS=Mus musculus GN=Dync2h1 PE=1 SV=1                 
m.27538,Q5T2S8,Armadillo repeat-containing protein 4 OS=Homo sapiens GN=ARMC4 PE=1 SV=1                   
m.27541,B1AY13,Ubiquitin carboxyl-terminal hydrolase 24 OS=Mus musculus GN=Usp24 PE=1 SV=1                   
m.27544,5041693,Egg protein OS=Galaxea fascicularis GN=GfEP-4 PE=2 SV=1                     
m.27546,Q80TA9,Ectopic P granules protein 5 homolog OS=Mus musculus GN=Epg5 PE=2 SV=2                 
m.27547,Q18297,Transient receptor potential cation channel subfamily A member 1 homolog OS=Caenorhabditis elegans GN=trpa-1 PE=2 SV=5             
m.27550,Q9Z0K8,Pantetheinase OS=Mus musculus GN=Vnn1 PE=1 SV=3                      
m.27552,Q5SVZ6,Zinc finger MYM-type protein 1 OS=Homo sapiens GN=ZMYM1 PE=2 SV=1                  
m.2756,Q96AQ1,Coiled-coil domain-containing protein 74A OS=Homo sapiens GN=CCDC74A PE=2 SV=1                   
m.27561,Q922B6,E3 ubiquitin-protein ligase TRAF7 OS=Mus musculus GN=Traf7 PE=2 SV=1                   
m.27565,O94759,Transient receptor potential cation channel subfamily M member 2 OS=Homo sapiens GN=TRPM2 PE=1 SV=2              
m.27567,Q8N0W3,L-fucose kinase OS=Homo sapiens GN=FUK PE=2 SV=2                     
m.27569,Q8VDU0,G-protein-signaling modulator 2 OS=Mus musculus GN=Gpsm2 PE=1 SV=2                    
m.27576,Q14692,Ribosome biogenesis protein BMS1 homolog OS=Homo sapiens GN=BMS1 PE=1 SV=1                  
m.27577,Q8N972,Zinc finger protein 709 OS=Homo sapiens GN=ZNF709 PE=2 SV=1                   
m.2758,Q80T79,CUB and sushi domain-containing protein 3 OS=Mus musculus GN=Csmd3 PE=2 SV=3                 
m.27581,3629643,Putative uncharacterized protein OS=Acropora millepora PE=2 SV=1                     
m.27582,3682285,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_101263 PE=4 SV=1                    
m.27586,Q61425,Hydroxyacyl-coenzyme A dehydrogenase mitochondrial OS=Mus musculus GN=Hadh PE=1 SV=2                           
m.27588,3276209,Predicted protein OS=Nematostella vectensis GN=v1g208871 PE=3 SV=1                     
m.27589,Q8CHW4,Translation initiation factor eIF-2B subunit epsilon OS=Mus musculus GN=Eif2b5 PE=1 SV=1                 
m.27590,Q4KM86,Gamma-glutamylaminecyclotransferase OS=Rattus norvegicus GN=Ggact PE=2 SV=1                      
m.27591,2953346,Uncharacterized protein (Fragment) OS=Rhizophagus irregularis (strain DAOM 181602 / DAOM 197198 / MUCL 43194) GN=GLOINDRAFT_92041 PE=4 SV=1           
m.27598,3668981,Putative uncharacterized protein (Fragment) OS=Branchiostoma floridae GN=BRAFLDRAFT_121844 PE=4 SV=1                   
m.27599,Q6GNJ8,Vacuolar protein sorting-associated protein 72 homolog OS=Xenopus laevis GN=vps72 PE=2 SV=1                 
m.27600,P86854,Perlucin-like protein OS=Mytilus galloprovincialis PE=1 SV=1                      
m.27603,3268769,Predicted protein OS=Nematostella vectensis GN=v1g239513 PE=4 SV=1                     
m.27605,P70195,Proteasome subunit beta type-7 OS=Mus musculus GN=Psmb7 PE=1 SV=1                   
m.27609,O53771,Uncharacterized protein Rv0574c/MT0602 OS=Mycobacterium tuberculosis GN=Rv0574c PE=2 SV=1                    
m.2761,Q62431,AT-rich interactive domain-containing protein 3A OS=Mus musculus GN=Arid3a PE=1 SV=1                  
m.27610,4506727,Uncharacterized protein OS=Strongylocentrotus purpuratus PE=4 SV=1                      
m.27613,P25787,Proteasome subunit alpha type-2 OS=Homo sapiens GN=PSMA2 PE=1 SV=2                   
m.27614,Q7T2B9,Myotrophin OS=Danio rerio GN=mtpn PE=3 SV=1                      
m.27615,Q5U2V5,Cardiolipin synthase OS=Rattus norvegicus GN=Crls1 PE=2 SV=1                     
m.27616,3270770,Predicted protein OS=Nematostella vectensis GN=v1g240648 PE=4 SV=1                     
m.27619,P09215,Protein kinase C delta type OS=Rattus norvegicus GN=Prkcd PE=1 SV=1                  
m.27620,4501730,Uncharacterized protein OS=Strongylocentrotus purpuratus PE=4 SV=1                      
m.27623,3673243,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_123244 PE=4 SV=1                    
m.27624,Q8WXG9,G-protein coupled receptor 98 OS=Homo sapiens GN=GPR98 PE=1 SV=2                   
m.27625,Q14696,LDLR chaperone MESD OS=Homo sapiens GN=MESDC2 PE=1 SV=2                    
m.27626,10653807,Putative uncharacterized protein OS=Yersinia ruckeri ATCC 29473 GN=yruck0001_29750 PE=4 SV=1                  
m.27628,Q99755,Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha OS=Homo sapiens GN=PIP5K1A PE=1 SV=1                  
m.27637,Q6INA9,Histone-lysine N-methyltransferase SETDB1 OS=Xenopus laevis GN=setdb1 PE=2 SV=1                    
m.27639,D3ZHV2,Microtubule-actin cross-linking factor 1 OS=Rattus norvegicus GN=Macf1 PE=1 SV=1                   
m.2764,P48634,Protein PRRC2A OS=Homo sapiens GN=PRRC2A PE=1 SV=3                     
m.27641,3284508,Predicted protein OS=Nematostella vectensis GN=v1g248115 PE=4 SV=1                     
m.27642,3629645,Putative uncharacterized protein OS=Acropora millepora PE=2 SV=1                     
m.27644,Q969V5,Mitochondrial ubiquitin ligase activator of NFKB 1 OS=Homo sapiens GN=MUL1 PE=1 SV=1                
m.27646,Q9D8I1,Marginal zone B- and B1-cell-specific protein OS=Mus musculus GN=Mzb1 PE=1 SV=2                 
m.27647,Q54PR9,Counting factor 60 OS=Dictyostelium discoideum GN=cf60 PE=1 SV=1                    
m.2765,3288684,Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g224725 PE=4 SV=1                    
m.27650,P00445,Superoxide dismutase [Cu-Zn] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SOD1 PE=1 SV=2               
m.27651,Q0V9J5,Probable RNA-binding protein EIF1AD OS=Xenopus tropicalis GN=eif1ad PE=2 SV=1                   
m.27652,Q9UMZ2,Synergin gamma OS=Homo sapiens GN=SYNRG PE=1 SV=2                     
m.27653,3283316,Predicted protein OS=Nematostella vectensis GN=v1g247602 PE=4 SV=1                     
m.27658,Q5EE04,Nucleoprotein TPR (Fragment) OS=Xenopus laevis GN=tpr PE=1 SV=1                    
m.27659,Q95SX7,Probable RNA-directed DNA polymerase from transposon BS OS=Drosophila melanogaster GN=RTase PE=2 SV=1                
m.27661,Q8CFW7,Coiled-coil and C2 domain-containing protein 2A OS=Mus musculus GN=Cc2d2a PE=1 SV=1                 
m.27668,3670383,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_85431 PE=4 SV=1                    
m.27670,A0M8T5,Cortactin-binding protein 2 OS=Felis catus GN=CTTNBP2 PE=3 SV=1                    
m.27671,Q3SWX0,Magnesium transporter NIPA2 OS=Bos taurus GN=NIPA2 PE=2 SV=1                    
m.27673,O73853,Steroid 17-alpha-hydroxylase/1720 lyase OS=Ictalurus punctatus GN=cyp17a1 PE=2 SV=1                           
m.27675,Q3SXY8,ADP-ribosylation factor-like protein 13B OS=Homo sapiens GN=ARL13B PE=1 SV=1                   
m.27677,O73792,Tyrosine-protein kinase receptor Tie-1 (Fragment) OS=Danio rerio GN=tie1 PE=2 SV=1                  
m.27679,P04323,Retrovirus-related Pol polyprotein from transposon 17.6 OS=Drosophila melanogaster GN=pol PE=4 SV=1                 
m.27683,O35454,Chloride transport protein 6 OS=Mus musculus GN=Clcn6 PE=1 SV=1                   
m.27684,F6QEU4,E3 ubiquitin-protein ligase TRIM71 OS=Xenopus tropicalis GN=trim71 PE=3 SV=1                   
m.27685,Q8N9N5,Protein BANP OS=Homo sapiens GN=BANP PE=1 SV=3                     
m.27687,Q2KJ46,26S proteasome non-ATPase regulatory subunit 3 OS=Bos taurus GN=PSMD3 PE=2 SV=1                 
m.27690,3281969,Predicted protein OS=Nematostella vectensis GN=v1g216213 PE=4 SV=1                     
m.27691,Q9Z2W1,Serine/threonine-protein kinase 25 OS=Mus musculus GN=Stk25 PE=1 SV=2                    
m.27693,Q7TN79,A-kinase anchor protein 7 isoform gamma OS=Mus musculus GN=Akap7 PE=1 SV=2                 
m.27694,Q08DN7,Proto-oncogene vav OS=Bos taurus GN=VAV1 PE=2 SV=1                     
m.27698,4941030,Coral acid rich protein 4 OS=Stylophora pistillata PE=4 SV=1                   
m.277,Q8N2K1,Ubiquitin-conjugating enzyme E2 J2 OS=Homo sapiens GN=UBE2J2 PE=1 SV=3                   
m.27700,P54357,Myosin-2 essential light chain OS=Drosophila melanogaster GN=Mlc-c PE=1 SV=1                   
m.27701,Q5VVX9,Ubiquitin-conjugating enzyme E2 U OS=Homo sapiens GN=UBE2U PE=1 SV=1                   
m.27703,Q9H1I8,Activating signal cointegrator 1 complex subunit 2 OS=Homo sapiens GN=ASCC2 PE=1 SV=3                
m.27706,E9Q555,E3 ubiquitin-protein ligase RNF213 OS=Mus musculus GN=Rnf213 PE=2 SV=1                   
m.27708,Q6GYP7,Ral GTPase-activating protein subunit alpha-1 OS=Mus musculus GN=Ralgapa1 PE=1 SV=1                  
m.27709,Q80T11,Usher syndrome type-1G protein homolog OS=Mus musculus GN=Ush1g PE=1 SV=1                  
m.27710,Q9Z0U4,Gamma-aminobutyric acid type B receptor subunit 1 OS=Rattus norvegicus GN=Gabbr1 PE=1 SV=1                
m.27712,3275376,Predicted protein OS=Nematostella vectensis GN=v1g207870 PE=4 SV=1                     
m.27714,P12007,Isovaleryl-CoA dehydrogenase mitochondrial OS=Rattus norvegicus GN=Ivd PE=1 SV=2                           
m.27716,O14562,Ubiquitin domain-containing protein UBFD1 OS=Homo sapiens GN=UBFD1 PE=1 SV=2                   
m.27718,P49789,Bis(5'-adenosyl)-triphosphatase OS=Homo sapiens GN=FHIT PE=1 SV=3                      
m.2772,3276113,Predicted protein OS=Nematostella vectensis GN=v1g243715 PE=4 SV=1                     
m.27731,Q9NQW7,Xaa-Pro aminopeptidase 1 OS=Homo sapiens GN=XPNPEP1 PE=1 SV=3                    
m.27732,Q8BI21,RING finger protein 38 OS=Mus musculus GN=Rnf38 PE=2 SV=1                   
m.27733,Q3T1J8,Protein RTF2 homolog OS=Rattus norvegicus GN=Rtfdc1 PE=2 SV=1                    
m.27736,P06684,Complement C5 OS=Mus musculus GN=C5 PE=1 SV=2                     
m.27739,Q8NEG2,Uncharacterized protein C7orf57 OS=Homo sapiens GN=C7orf57 PE=2 SV=3                    
m.2774,Q5E9B2,PCNA-associated factor OS=Bos taurus GN=PAF PE=3 SV=1                     
m.27741,P22607,Fibroblast growth factor receptor 3 OS=Homo sapiens GN=FGFR3 PE=1 SV=1                  
m.27743,Q9Y334,von Willebrand factor A domain-containing protein 7 OS=Homo sapiens GN=VWA7 PE=2 SV=4                
m.27747,Q3V1N1,Malignant fibrous histiocytoma-amplified sequence 1 homolog OS=Mus musculus GN=Mfhas1 PE=2 SV=2                 
m.27751,3281129,Predicted protein OS=Nematostella vectensis GN=v1g246451 PE=4 SV=1                     
m.27756,Q8C1B2,TCDD-inducible poly [ADP-ribose] polymerase OS=Mus musculus GN=Tiparp PE=2 SV=1                   
m.27757,P13608,Aggrecan core protein OS=Bos taurus GN=ACAN PE=1 SV=3                    
m.2776,Q9CY18,Sorting nexin-7 OS=Mus musculus GN=Snx7 PE=2 SV=1                     
m.27762,Q08DV6,Ankyrin repeat and SOCS box protein 3 OS=Bos taurus GN=ASB3 PE=2 SV=1                
m.2777,O43581,Synaptotagmin-7 OS=Homo sapiens GN=SYT7 PE=1 SV=3                      
m.27771,O43526,Potassium voltage-gated channel subfamily KQT member 2 OS=Homo sapiens GN=KCNQ2 PE=1 SV=2                
m.27775,Q6ZUK4,Transmembrane protein 26 OS=Homo sapiens GN=TMEM26 PE=1 SV=1                    
m.27777,Q9C0G6,Dynein heavy chain 6 axonemal OS=Homo sapiens GN=DNAH6 PE=1 SV=3                           
m.27778,Q5ZL33,Serine-threonine kinase receptor-associated protein OS=Gallus gallus GN=STRAP PE=2 SV=2                   
m.27779,P24399,Zinc finger protein 239 OS=Mus musculus GN=Znf239 PE=2 SV=2                   
m.2778,P13676,Acylamino-acid-releasing enzyme OS=Rattus norvegicus GN=Apeh PE=1 SV=1                     
m.27781,51878425,Novel protein OS=Xenopus tropicalis GN=pnhd PE=2 SV=1                     
m.27783,3440836,Putative uncharacterized protein OS=Trichoplax adhaerens GN=TRIADDRAFT_55045 PE=4 SV=1                    
m.2779,3269795,Predicted protein OS=Nematostella vectensis GN=v1g200847 PE=4 SV=1                     
m.27791,Q94738,97 kDa heat shock protein OS=Strongylocentrotus franciscanus GN=HSP110 PE=2 SV=1                  
m.27793,3278990,Predicted protein OS=Nematostella vectensis GN=v1g245331 PE=4 SV=1                     
